"filename", "language", "C#", "JSON", "XML", "Markdown", "PostCSS", "PowerShell", "comment", "blank", "total"
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\de\System.Text.RegularExpressions.xml", "XML", 0, 0, 844, 0, 0, 0, 0, 0, 844
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\es\System.Text.RegularExpressions.xml", "XML", 0, 0, 808, 0, 0, 0, 0, 0, 808
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\fr\System.Text.RegularExpressions.xml", "XML", 0, 0, 844, 0, 0, 0, 0, 0, 844
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\it\System.Text.RegularExpressions.xml", "XML", 0, 0, 843, 0, 0, 0, 0, 0, 843
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\ja\System.Text.RegularExpressions.xml", "XML", 0, 0, 864, 0, 0, 0, 0, 0, 864
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\ko\System.Text.RegularExpressions.xml", "XML", 0, 0, 863, 0, 0, 0, 0, 0, 863
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\ru\System.Text.RegularExpressions.xml", "XML", 0, 0, 777, 0, 0, 0, 0, 0, 777
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\zh-hans\System.Text.RegularExpressions.xml", "XML", 0, 0, 849, 0, 0, 0, 0, 0, 849
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.0\zh-hant\System.Text.RegularExpressions.xml", "XML", 0, 0, 852, 0, 0, 0, 0, 0, 852
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\System.Text.RegularExpressions.xml", "XML", 0, 0, 844, 0, 0, 0, 0, 0, 844
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\de\System.Text.RegularExpressions.xml", "XML", 0, 0, 844, 0, 0, 0, 0, 0, 844
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\es\System.Text.RegularExpressions.xml", "XML", 0, 0, 808, 0, 0, 0, 0, 0, 808
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\fr\System.Text.RegularExpressions.xml", "XML", 0, 0, 844, 0, 0, 0, 0, 0, 844
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\it\System.Text.RegularExpressions.xml", "XML", 0, 0, 843, 0, 0, 0, 0, 0, 843
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\ja\System.Text.RegularExpressions.xml", "XML", 0, 0, 864, 0, 0, 0, 0, 0, 864
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\ko\System.Text.RegularExpressions.xml", "XML", 0, 0, 863, 0, 0, 0, 0, 0, 863
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\ru\System.Text.RegularExpressions.xml", "XML", 0, 0, 777, 0, 0, 0, 0, 0, 777
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\zh-hans\System.Text.RegularExpressions.xml", "XML", 0, 0, 849, 0, 0, 0, 0, 0, 849
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.3\zh-hant\System.Text.RegularExpressions.xml", "XML", 0, 0, 852, 0, 0, 0, 0, 0, 852
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\System.Text.RegularExpressions.xml", "XML", 0, 0, 844, 0, 0, 0, 0, 0, 844
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\de\System.Text.RegularExpressions.xml", "XML", 0, 0, 844, 0, 0, 0, 0, 0, 844
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\es\System.Text.RegularExpressions.xml", "XML", 0, 0, 808, 0, 0, 0, 0, 0, 808
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\fr\System.Text.RegularExpressions.xml", "XML", 0, 0, 844, 0, 0, 0, 0, 0, 844
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\it\System.Text.RegularExpressions.xml", "XML", 0, 0, 843, 0, 0, 0, 0, 0, 843
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\ja\System.Text.RegularExpressions.xml", "XML", 0, 0, 864, 0, 0, 0, 0, 0, 864
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\ko\System.Text.RegularExpressions.xml", "XML", 0, 0, 863, 0, 0, 0, 0, 0, 863
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\ru\System.Text.RegularExpressions.xml", "XML", 0, 0, 777, 0, 0, 0, 0, 0, 777
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\zh-hans\System.Text.RegularExpressions.xml", "XML", 0, 0, 849, 0, 0, 0, 0, 0, 849
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Text.RegularExpressions.4.3.1\ref\netstandard1.6\zh-hant\System.Text.RegularExpressions.xml", "XML", 0, 0, 852, 0, 0, 0, 0, 0, 852
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Threading.Tasks.Extensions.4.5.4\lib\net461\System.Threading.Tasks.Extensions.xml", "XML", 0, 0, 165, 0, 0, 0, 0, 1, 166
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Threading.Tasks.Extensions.4.5.4\lib\netstandard1.0\System.Threading.Tasks.Extensions.xml", "XML", 0, 0, 165, 0, 0, 0, 0, 1, 166
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Threading.Tasks.Extensions.4.5.4\lib\netstandard2.0\System.Threading.Tasks.Extensions.xml", "XML", 0, 0, 165, 0, 0, 0, 0, 1, 166
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\System.Threading.Tasks.Extensions.4.5.4\lib\portable-net45+win8+wp8+wpa81\System.Threading.Tasks.Extensions.xml", "XML", 0, 0, 165, 0, 0, 0, 0, 1, 166
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\Unity.AspNet.WebApi.5.11.2\lib\net45\Unity.AspNet.WebApi.xml", "XML", 0, 0, 87, 0, 0, 0, 0, 1, 88
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\Unity.AspNet.WebApi.5.11.2\lib\net47\Unity.AspNet.WebApi.xml", "XML", 0, 0, 87, 0, 0, 0, 0, 1, 88
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\WebGrease.1.5.2\tools\install.ps1", "PowerShell", 0, 0, 0, 0, 0, 54, 16, 21, 91
"c:\Users\USERAS\Desktop\Projects\CSharp\PortfolioProject\TechtonicFramework\packages\WebGrease.1.5.2\tools\uninstall.ps1", "PowerShell", 0, 0, 0, 0, 0, 43, 6, 15, 64
"Total", "-", 6404, 17, 1366071, 266, 13, 1168, 2827, 2332, 1379098
